Group,pid,Name.1,Name.2,Name.3,Response,Key,Released,Response.1,Code,Time,(Trial Variable),Finger,Congruence,Repeated,Correct,double_response,questionnaire_1,questionnaire_2,questionnaire_3,questionnaire_4,questionnaire_5,questionnaire_6,questionnaire_7,questionnaire_8,questionnaire_9,questionnaire_10
Main Group,P12,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,558,,1,3,9,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,646,,1,0,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,553,,2,2,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 1","AI_Blue (1, i5basecon.bmp)",index,v,Released,(based on code value),C,1122,,1,1,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,448,,2,4,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,461,,1,4,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,387,,2,3,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,689,,2,0,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,579,,1,2,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,478,,1,3,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P12,AI_Block,"AI_Trial, 2","AI_Blue (2, m5basecon.bmp)",middle,b,Released,(based on code value),C,717,,2,1,10,,0,57,54,25,76,54,50,2,92,43,83
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",index,v,Released,(based on code value),E,346,,2,4,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,421,,1,1,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",middle,b,Released,(based on code value),E,312,,1,4,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Blue (6, m5con.bmp)",middle,b,Released,(based on code value),C,586,,2,3,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,462,,1,3,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,488,,1,0,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,498,,2,2,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,487,,2,1,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,442,,2,0,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",middle,b,Released,(based on code value),E,384,,1,2,1,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,507,,2,3,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",index,v,Released,(based on code value),E,350,,2,2,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,434,,2,1,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,445,,2,0,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,658,,1,4,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,434,,1,0,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,556,,2,4,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,402,,1,1,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,420,,1,2,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,418,,1,3,2,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,360,,2,3,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,476,,1,0,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,520,,1,4,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,407,,2,2,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,513,,1,2,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,430,,1,3,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,416,,1,1,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,452,,2,1,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,523,,2,4,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,520,,2,0,3,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,331,,2,3,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,576,,1,0,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Blue (2, m5basecon.bmp)",middle,b,Released,(based on code value),C,599,,2,1,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Blue (5, i5con.bmp)",index,v,Released,(based on code value),C,591,,1,3,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,502,,1,2,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,455,,1,4,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,500,,2,0,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,663,,2,4,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Blue (1, i5basecon.bmp)",index,v,Released,(based on code value),C,585,,1,1,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,636,,2,2,4,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,466,,1,4,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,484,,2,1,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,401,,1,3,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,510,,2,0,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,421,,2,3,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,552,,1,0,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,594,,2,2,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,469,,1,1,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,519,,1,2,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,497,,2,4,5,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,449,,1,2,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,341,,2,3,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,464,,2,1,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,414,,1,1,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,485,,1,0,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,494,,2,2,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,490,,1,3,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",middle,b,Released,(based on code value),E,463,,1,4,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,595,,2,0,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,558,,2,4,6,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,491,,1,3,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,497,,2,2,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,501,,1,2,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,487,,1,1,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,540,,2,4,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,565,,1,4,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,491,,1,0,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,510,,2,3,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,538,,2,1,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,429,,2,0,7,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,481,,2,2,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,447,,1,3,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,442,,2,4,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,386,,2,3,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,582,,1,0,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,463,,1,1,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,523,,2,1,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,530,,1,2,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,918,,1,4,8,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,556,,2,4,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,655,,1,4,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,700,,2,2,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,464,,1,0,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,330,,2,0,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,433,,1,3,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,567,,1,1,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,501,,2,3,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,463,,2,1,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,490,,1,2,9,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,466,,2,1,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,555,,2,2,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,366,,2,3,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,514,,2,4,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,470,,1,3,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,615,,1,2,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,458,,1,0,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,452,,1,4,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,452,,2,0,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P38,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,417,,1,1,10,,0,66,9,63,35,97,42,44,61,58,34
Main Group,P10,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,614,,2,4,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,650,,1,0,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,518,,2,2,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,544,,2,1,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,512,,2,0,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,499,,1,1,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",index,v,Released,(based on code value),E,479,,2,3,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,601,,1,2,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,496,,1,3,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,917,,1,4,1,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,458,,1,1,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,464,,1,2,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,501,,2,1,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,592,,2,0,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,724,,1,4,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,515,,2,3,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,556,,1,0,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,524,,1,3,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,607,,2,2,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,671,,2,4,2,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,484,,2,3,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,559,,1,1,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,698,,2,0,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,512,,1,3,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 2","AI_Blue (2, m5basecon.bmp)",middle,b,Released,(based on code value),C,605,,2,1,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,812,,1,0,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,760,,2,2,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,639,,2,4,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,595,,1,2,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,580,,1,4,3,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 8","AI_Blue (8, m5inc.bmp)",middle,b,Released,(based on code value),C,666,,2,4,4,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,694,,1,0,4,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 10","AI_Blue (10, m5base.bmp)",middle,b,Released,(based on code value),C,677,,2,0,4,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,801,,2,2,4,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,578,,1,4,4,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,543,,1,3,4,,0,21,76,76,70,14,81,44,57,31,29
Main Group,P10,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,849,,1,2,4,,0,21,76,76,70,14,81,44,57,31,29
